--------------------------------------------------
START LOGG - 12/06/16 : 14:58:18
Software version = [LT_Interface 1.0.1]
Target version = [--]
Sample rate:  20 samples / sec
--------------------------------------------------
gTsCnt	g_error	g_pwm_mode	fgtFLAG	fgTc	fgF1Tc	fgF2Tc	fgTa1	fgTa2	fgTa3	fgTa4	fgTrExt	fgTr	frTa	frTe	frTp	frTi	frTd	frTLPr	g_vin	g_curr
00059440	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059441	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059442	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059443	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059444	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059445	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059446	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059447	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059448	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059449	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059450	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059451	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059452	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059453	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059454	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059455	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059456	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059457	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059458	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059459	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059460	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059461	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059462	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059463	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059464	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059465	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059466	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059467	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059468	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059469	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059470	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059471	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059472	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059473	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059474	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059475	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059476	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059477	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059478	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059479	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059480	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059481	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059482	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059483	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059484	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059485	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059486	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059487	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059488	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059489	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059490	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059491	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059492	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059493	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059494	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059495	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059496	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059497	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059498	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059499	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059500	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059501	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059502	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059503	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059504	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059505	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059506	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059507	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059508	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059509	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059510	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059511	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059512	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059513	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059514	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059515	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059516	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059517	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059518	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059519	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059520	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059521	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059522	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059523	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059524	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059525	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059526	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059527	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059528	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059529	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059530	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059531	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059532	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059533	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059534	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059535	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059536	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059537	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059538	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059539	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059540	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059541	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059542	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059543	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059544	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059545	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059546	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059547	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059548	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059549	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059550	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059551	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059552	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059553	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059554	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059555	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059556	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059557	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059558	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059559	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059560	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059561	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059562	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059563	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059564	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059565	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059566	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059567	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059568	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059569	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059570	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059571	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059572	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059573	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059574	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059575	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059576	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059577	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059578	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059579	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059580	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059581	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059582	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059583	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059584	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059585	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059586	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059587	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059588	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059589	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059590	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
