--------------------------------------------------
START LOGG - 12/06/16 : 14:58:18
Software version = [LT_Interface 1.0.1]
Target version = [--]
Sample rate:  20 samples / sec
--------------------------------------------------
gTsCnt	g_error	g_pwm_mode	fgtFLAG	fgTc	fgF1Tc	fgF2Tc	fgTa1	fgTa2	fgTa3	fgTa4	fgTrExt	fgTr	frTa	frTe	frTp	frTi	frTd	frTLPr	g_vin	g_curr
00059591	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059592	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059593	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059594	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059595	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059596	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059597	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059598	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059599	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059600	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059601	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059602	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059603	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059604	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059605	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059606	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059607	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059608	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059609	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059610	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059611	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059612	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059613	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059614	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059615	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059616	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059617	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059618	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059619	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059620	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059621	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059622	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059623	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059624	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059625	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059626	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059627	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059628	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059629	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059630	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059631	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059632	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059633	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059634	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059635	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059636	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059637	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059638	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059639	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059640	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059641	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059642	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059643	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059644	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059645	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059646	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059647	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
00059648	AC001	00	00	0.0	0.0	0.0	-999.900	-999.900	-999.900	26.140	0.000	20.000	-999.9000	36.6650	733.3000	0.0000	3666.5000	20.0000	20.102	0.000
--------------------------------------------------
STOP LOGG - 12/06/16 : 14:58:41
--------------------------------------------------

